theta1,omega1,theta2,omega2,next_theta1,next_omega1,next_theta2,next_omega2,rollout
0.973432924374549,3.7395895317192185,-9.143624104111924,-2.570454710728928,1.0494238573258028,3.548147818177294,-9.199978415540816,-2.849508557889691,4
1.0494238573258028,3.548147818177294,-9.199978415540816,-2.849508557889691,1.1214462758320274,3.3590281460529203,-9.262225007707624,-3.1262989194727737,4
1.1214462758320274,3.3590281460529203,-9.262225007707624,-3.1262989194727737,1.1895749546445185,3.1769242553079087,-9.33019539900433,-3.3900447367215163,4
1.1895749546445185,3.1769242553079087,-9.33019539900433,-3.3900447367215163,1.2539830863006936,3.0063180793777065,-9.403433103161111,-3.6313173630796043,4
1.2539830863006936,3.0063180793777065,-9.403433103161111,-3.6313173630796043,1.314956880721822,2.8483235045600668,-9.481383294907193,-3.8485507322890937,4
1.314956880721822,2.8483235045600668,-9.481383294907193,-3.8485507322890937,1.3727529068848752,2.7000233255015744,-9.56366616424555,-4.046167518331895,4
1.3727529068848752,2.7000233255015744,-9.56366616424555,-4.046167518331895,1.427546590786098,2.559342003296126,-9.649893429809119,-4.225358760180626,4
1.427546590786098,2.559342003296126,-9.649893429809119,-4.225358760180626,1.479469867016014,2.4241788908919495,-9.739685974694222,-4.387076034639206,4
1.479469867016014,2.4241788908919495,-9.739685974694222,-4.387076034639206,1.5286111787594268,2.2924082330916025,-9.83267384646058,-4.532031456342862,4
1.5286111787594268,2.2924082330916025,-9.83267384646058,-4.532031456342862,1.5750154777954193,2.161879166551972,-9.928496257131298,-4.660697677758128,4
1.5750154777954193,2.161879166551972,-9.928496257131298,-4.660697677758128,1.618684224497354,2.030415719784277,-10.026801583192874,-4.773307889182838,4
1.618684224497354,2.030415719784277,-10.026801583192874,-4.773307889182838,1.6595753878328727,1.8958168131540656,-10.127247365595196,-4.869855818746135,4
1.6595753878328727,1.8958168131540656,-10.127247365595196,-4.869855818746135,1.6976034453638975,1.7558562588812157,-10.229500309751545,-4.9500957324084665,4
1.6976034453638975,1.7558562588812157,-10.229500309751545,-4.9500957324084665,1.7326393832466285,1.6082827610399364,-10.33323628553859,-5.013542433961583,4
1.7326393832466285,1.6082827610399364,-10.33323628553859,-5.013542433961583,1.7645106962315467,1.4508199155587664,-10.43814032729639,-5.059471265028542,4
1.7645106962315467,1.4508199155587664,-10.43814032729639,-5.059471265028542,1.792993120166797,1.2814819797966135,-10.543868098917386,-5.087930910720115,4
1.792993120166797,1.2814819797966135,-10.543868098917386,-5.087930910720115,1.817818730297523,1.0996881438200188,-10.650034299155823,-5.101852772457241,5
1.817818730297523,1.0996881438200188,-10.650034299155823,-5.101852772457241,1.8387280705619367,0.9056352966447421,-10.756366637568172,-5.104476376394476,5
1.8387280705619367,0.9056352966447421,-10.756366637568172,-5.104476376394476,1.8554730440093088,0.7000278413778361,-10.862667096506895,-5.099447822605154,5
1.8554730440093088,0.7000278413778361,-10.862667096506895,-5.099447822605154,1.8678169405239584,0.4842793519225955,-10.968746439867935,-5.090900825520735,5
1.8678169405239584,0.4842793519225955,-10.968746439867935,-5.090900825520735,1.8755541926143928,0.25922279096768935,-11.074614831252472,-5.081393006260535,5
1.8755541926143928,0.25922279096768935,-11.074614831252472,-5.081393006260535,1.8784999794947854,0.025257917590700396,-11.180351844204537,-5.071963784069724,5
